#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
1040	CA1_AR	CA1	759	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ATP2B1 associated with Intellectual developmental disorder, autosomal dominant 66 (OMIM:619910): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to ATP2B1 Epileptic spasm (HP:0011097)-gliosis (MP:0002183), 	
1040	USP6NL_AD	USP6NL	9712	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to STAMBP associated with Microcephaly-capillary malformation syndrome (OMIM:614261): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to STAMBP Epileptic spasm (HP:0011097)-abnormal cerebral cortex morphology (MP:0000788), 	
1040	UCK2_AR	UCK2	7371	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to NSF associated with Developmental and epileptic encephalopathy 96 (OMIM:619340): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to NSF Epileptic spasm (HP:0011097)-reduced long-term depression (MP:0001475), 	
1040	ADGRA1_AD	ADGRA1	84435	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to HID1 associated with Developmental and epileptic encephalopathy 105 with hypopituitarism (OMIM:619983): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
1040	HTR3B_AD	HTR3B	9177	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CHRNA4 associated with Autosomal dominant nocturnal frontal lobe epilepsy (ORPHA:98784): Epileptic spasm (HP:0011097)-Focal hyperkinetic seizure (HP:0011174), 	Proximity to CHRNA4 Epileptic spasm (HP:0011097)-abnormal nervous system physiology (MP:0003633), 	
1040	RGN_XR	RGN	9104	XR	0.8516	0.0003	0.5000	0.0000	0.0000	0.3399	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal brain morphology (MP:0002152), 		Proximity to PTRH2 associated with Infantile multisystem neurologic-endocrine-pancreatic disease (ORPHA:456312): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 		
1040	RGN_XD	RGN	9104	XD	0.8516	0.0003	0.5000	0.0000	0.0000	0.3399	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal brain morphology (MP:0002152), 		Proximity to PTRH2 associated with Infantile multisystem neurologic-endocrine-pancreatic disease (ORPHA:456312): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 		
1040	TSPAN8_AD	TSPAN8	7103	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.2583	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal retina morphology (MP:0001325), 		Proximity to KCNJ11 associated with Diabetes, permanent neonatal 2, with or without neurologic features (OMIM:618856): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to KCNJ11 Epileptic spasm (HP:0011097)-abnormal nerve fiber response (MP:0003477), 	
1040	PRRX1_AD	PRRX1	5396	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.2970	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-spina bifida (MP:0003054), 		Proximity to SDHA associated with Isolated succinate-CoQ reductase deficiency (ORPHA:3208): Epileptic spasm (HP:0011097)-Focal myoclonic seizure (HP:0011166), 		
1040	OR13G1_AR	OR13G1	441933	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ATXN10 associated with Spinocerebellar ataxia type 10 (ORPHA:98761): Epileptic spasm (HP:0011097)-Focal motor seizure (HP:0011153), 		
1040	BHLHE23_AD	BHLHE23	128408	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.2279	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal retina rod bipolar cell morphology (MP:0006074), 		Proximity to NEUROG1 associated with Cranial dysinnervation disorder, congenital, with absent corneal reflex and developmental delay (OMIM:620469): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to NEUROG1 Epileptic spasm (HP:0011097)-abnormal cranial nerve morphology (MP:0001056), 	
1040	NOCT_AR	NOCT	25819	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to EIF4A2 associated with Neurodevelopmental disorder with hypotonia and speech delay, with or without seizures (OMIM:620455): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
1040	PPME1_AD	PPME1	51400	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CACNB4 associated with Epilepsy, juvenile myoclonic, susceptibility to, 6 (OMIM:607682): Epileptic spasm (HP:0011097)-Generalized tonic seizure (HP:0010818), 	Proximity to CACNB4 Epileptic spasm (HP:0011097)-abnormal nerve conduction (MP:0005403), 	
1040	MMS22L_AR	MMS22L	253714	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SMC1A associated with Atypical Rett syndrome (ORPHA:3095): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	KLHL18_AR	KLHL18	23276	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.4078	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal cochlear nerve compound action potential (MP:0004415), 		Proximity to CLPB associated with 3-methylglutaconic aciduria, type VIIA, autosomal dominant (OMIM:619835): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
1040	NRDC_AR	NRDC	4898	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.4164	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal myelination (MP:0000920), 		Proximity to MECP2 associated with Atypical Rett syndrome (ORPHA:3095): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to MECP2 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	
1040	CR1_AD	CR1	1378	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.2792	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal hippocampus morphology (MP:0000807), 		Proximity to ADGRG1 associated with Bilateral perisylvian polymicrogyria (ORPHA:98889): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to ADGRG1 Epileptic spasm (HP:0011097)-abnormal neuronal migration (MP:0006009), 	
1040	HINT3_AR	HINT3	135114	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CHD3 associated with Snijders Blok-Campeau syndrome (OMIM:618205): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	DIAPH2_XD	DIAPH2	1730	XD	0.8516	0.0003	0.5000	0.0000	0.0000	0.3399	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal brain morphology (MP:0002152), 		Proximity to OPHN1 associated with X-linked intellectual disability-cerebellar hypoplasia syndrome (ORPHA:137831): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to OPHN1 Epileptic spasm (HP:0011097)-abnormal excitatory postsynaptic potential (MP:0002912), 	
1040	LRRC8E_AR	LRRC8E	80131	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to DYRK1A associated with DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion (ORPHA:268261): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to DYRK1A Epileptic spasm (HP:0011097)-environmentally induced seizures (MP:0009358), 	
1040	KIF24_AD	KIF24	347240	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to TUBG1 associated with Cortical dysplasia, complex, with other brain malformations 4 (OMIM:615412): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to TUBG1 Epileptic spasm (HP:0011097)-increased susceptibility to pharmacologically induced seizures (MP:0002906), 	
1040	INTS10_AD	INTS10	55174	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.3051	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal neural tube closure (MP:0003720), 		Proximity to ERCC5 associated with Xeroderma pigmentosum, group G (OMIM:278780): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	LRCH1_AD	LRCH1	23143	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to DYRK1A associated with DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion (ORPHA:268261): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to DYRK1A Epileptic spasm (HP:0011097)-environmentally induced seizures (MP:0009358), 	
1040	LRFN3_AD	LRFN3	79414	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.3044	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal synapse morphology (MP:0009538), 		Proximity to DYRK1A associated with DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion (ORPHA:268261): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to DYRK1A Epileptic spasm (HP:0011097)-environmentally induced seizures (MP:0009358), 	
1040	LRRN1_AR	LRRN1	57633	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.1745	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-increased cochlear inner hair cell number (MP:0004395), 		Proximity to DYRK1A associated with DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion (ORPHA:268261): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to DYRK1A Epileptic spasm (HP:0011097)-environmentally induced seizures (MP:0009358), 	
1040	RGS17_AR	RGS17	26575	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CHD3 associated with Snijders Blok-Campeau syndrome (OMIM:618205): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	WDFY4_AR	WDFY4	57705	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to TRAPPC12 associated with Early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome (ORPHA:500144): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
1040	DDR2_AR	DDR2	4921	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.2589	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-small pituitary gland (MP:0005361), 		Proximity to SLC2A1 associated with Myoclonic-astatic epilepsy (ORPHA:1942): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to SLC2A1 Epileptic spasm (HP:0011097)-sporadic seizures (MP:0000951), 	
1040	COLEC12_AD	COLEC12	81035	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.4722	0.4631	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	Epileptic spasm (HP:0011097)-heart decreased functionality, abnormal (ZP:0000233), 	Proximity to CAMK2A associated with ?Intellectual developmental disorder, autosomal recessive 63 (OMIM:618095): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to CAMK2A Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
1040	XYLB_AR	XYLB	9942	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.4722	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 		Proximity to SLC12A5 associated with Malignant migrating focal seizures of infancy (ORPHA:293181): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to SLC12A5 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	Proximity to SLC12A5 Epileptic spasm (HP:0011097)-retinal ganglion cell decreased functionality, abnormal (ZP:0009131), 
1040	CIP2A_AR	CIP2A	57650	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CEP85L associated with Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome (ORPHA:572013): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to CEP85L Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
1040	ACCS_AR	ACCS	84680	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0						Proximity to DBT Epileptic spasm (HP:0011097)-central nervous system functionality, abnormal (ZP:0007560), 
1040	KLF9_AR	KLF9	687	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CTSD associated with Congenital neuronal ceroid lipofuscinosis (ORPHA:168486): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to CTSD Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
1040	ANKS1B_AD	ANKS1B	56899	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.4722	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 		Proximity to GRIN2B associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to GRIN2B Epileptic spasm (HP:0011097)-abnormal nervous system physiology (MP:0003633), 	
1040	PIMREG_AD	PIMREG	54478	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CHD3 associated with Snijders Blok-Campeau syndrome (OMIM:618205): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	HIGD1A_AR	HIGD1A	25994	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to TUBA1A associated with Lissencephaly due to TUBA1A mutation (ORPHA:171680): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to TUBA1A Epileptic spasm (HP:0011097)-abnormal neuron physiology (MP:0004811), 	
1040	KIF26B_AD	KIF26B	55083	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to KIF5A associated with Myoclonus, intractable, neonatal (OMIM:617235): Epileptic spasm (HP:0011097)-Clonic seizure (HP:0020221), 	Proximity to KIF5A Epileptic spasm (HP:0011097)-abnormal motor neuron morphology (MP:0000937), 	
1040	KIF26B_AR	KIF26B	55083	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to KIF5A associated with Myoclonus, intractable, neonatal (OMIM:617235): Epileptic spasm (HP:0011097)-Clonic seizure (HP:0020221), 	Proximity to KIF5A Epileptic spasm (HP:0011097)-abnormal motor neuron morphology (MP:0000937), 	
1040	IER5_AR	IER5	51278	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to TSC1 associated with Tuberous sclerosis-1 (OMIM:191100): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to TSC1 Epileptic spasm (HP:0011097)-exencephaly (MP:0000914), 	
1040	NCEH1_AD	NCEH1	57552	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PPT1 associated with Late infantile neuronal ceroid lipofuscinosis (ORPHA:168491): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to PPT1 Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
1040	STEAP2_AD	STEAP2	261729	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to NSF associated with Developmental and epileptic encephalopathy 96 (OMIM:619340): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to NSF Epileptic spasm (HP:0011097)-reduced long-term depression (MP:0001475), 	
1040	PALLD_AD	PALLD	23022	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.3198	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-exencephaly (MP:0000914), 		Proximity to CTNNA2 associated with Cortical dysplasia, complex, with other brain malformations 9 (OMIM:618174): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to CTNNA2 Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
1040	POP4_AD	POP4	10775	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to DOHH associated with Neurodevelopmental disorder with microcephaly, cerebral atrophy, and visual impairment (OMIM:620066): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 		
1040	GOLT1A_AR	GOLT1A	127845	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to COG2 associated with ?Congenital disorder of glycosylation, type IIq (OMIM:617395): Epileptic spasm (HP:0011097)-Generalized tonic seizure (HP:0010818), 		
1040	ZIM3_AR	ZIM3	114026	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to SRPX2 associated with Bilateral perisylvian polymicrogyria (ORPHA:98889): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to SRPX2 Epileptic spasm (HP:0011097)-decreased CNS synapse formation (MP:0004998), 	
1040	FGL1_AD	FGL1	2267	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CTSD associated with Congenital neuronal ceroid lipofuscinosis (ORPHA:168486): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to CTSD Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
1040	MESP1_AD	MESP1	55897	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.3107	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal neural tube morphology (MP:0002151), 		Proximity to IFNG associated with TSC2 angiomyolipomas, renal, modifier of (OMIM:613254): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to IFNG Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
1040	SLC9A8_AD	SLC9A8	23315	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.2610	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal retina morphology (MP:0001325), 		Proximity to VPS53 associated with Pontocerebellar hypoplasia, type 2E (OMIM:615851): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	SLC7A3_XR	SLC7A3	84889	XR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GAD1 associated with Developmental and epileptic encephalopathy 89 (OMIM:619124): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to GAD1 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	
1040	SLC7A3_XD	SLC7A3	84889	XD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GAD1 associated with Developmental and epileptic encephalopathy 89 (OMIM:619124): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to GAD1 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	
1040	ARL4D_AR	ARL4D	379	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to EXOC8 associated with ?Neurodevelopmental disorder with microcephaly, seizures, and brain atrophy (OMIM:619076): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
1040	IFT81_AR	IFT81	28981	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.2561	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal retina morphology (MP:0001325), 		Proximity to TMEM231 associated with Orofaciodigital syndrome type 3 (ORPHA:2752): Epileptic spasm (HP:0011097)-Focal seizure with eyelid myoclonia (HP:0011168), 	Proximity to TMEM231 Epileptic spasm (HP:0011097)-abnormal nervous system development (MP:0003861), 	
1040	IGSF11_AD	IGSF11	152404	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.4710	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-reduced long-term potentiation (MP:0001473), 		Proximity to IFNG associated with TSC2 angiomyolipomas, renal, modifier of (OMIM:613254): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to IFNG Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
1040	ANTXR2_AR	ANTXR2	118429	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to COL18A1 associated with Knobloch syndrome, type 1 (OMIM:267750): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to COL18A1 Epileptic spasm (HP:0011097)-subarachnoid hemorrhage (MP:0031109), 	
1040	PITPNM3_AD	PITPNM3	83394	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PI4KA associated with Bilateral perisylvian polymicrogyria (ORPHA:98889): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	ZDHHC14_AD	ZDHHC14	79683	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.2642	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal retina morphology (MP:0001325), 		Proximity to EEF1A2 associated with Intellectual developmental disorder, autosomal dominant 38 (OMIM:616393): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to EEF1A2 Epileptic spasm (HP:0011097)-sporadic seizures (MP:0000951), 	
1040	STAU2_AD	STAU2	27067	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.4631	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal CNS synaptic transmission (MP:0002206), 		Proximity to IFNG associated with TSC2 angiomyolipomas, renal, modifier of (OMIM:613254): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to IFNG Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
1040	SCYL3_AD	SCYL3	57147	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to TSC1 associated with Tuberous sclerosis-1 (OMIM:191100): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to TSC1 Epileptic spasm (HP:0011097)-exencephaly (MP:0000914), 	
1040	VNN1_AD	VNN1	8876	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to UGDH associated with Developmental and epileptic encephalopathy 84 (OMIM:618792): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
1040	LTBR_AR	LTBR	4055	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MAPK10 associated with Lennox-Gastaut syndrome (ORPHA:2382): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to MAPK10 Epileptic spasm (HP:0011097)-decreased susceptibility to pharmacologically induced seizures (MP:0002887), 	
1040	ATAD3B_AD	ATAD3B	83858	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PPP3CA associated with Developmental and epileptic encephalopathy 91 (OMIM:617711): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to PPP3CA Epileptic spasm (HP:0011097)-abnormal hippocampal mossy fiber morphology (MP:0002761), 	
1040	ATAD3B_AR	ATAD3B	83858	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PPP3CA associated with Developmental and epileptic encephalopathy 91 (OMIM:617711): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to PPP3CA Epileptic spasm (HP:0011097)-abnormal hippocampal mossy fiber morphology (MP:0002761), 	
1040	GNLY_AD	GNLY	10578	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ADGRG1 associated with Bilateral perisylvian polymicrogyria (ORPHA:98889): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to ADGRG1 Epileptic spasm (HP:0011097)-abnormal neuronal migration (MP:0006009), 	
1040	BTBD7_AD	BTBD7	55727	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CDH2 associated with Agenesis of corpus callosum, cardiac, ocular, and genital syndrome (OMIM:618929): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to CDH2 Epileptic spasm (HP:0011097)-abnormal sensorimotor gating (MP:0002634), 	
1040	ANXA10_AD	ANXA10	11199	AD	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to NAXE associated with Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy (OMIM:617186): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
1040	PRRC2B_AR	PRRC2B	84726	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.3064	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal forebrain morphology (MP:0000783), 		Proximity to EIF4A2 associated with Neurodevelopmental disorder with hypotonia and speech delay, with or without seizures (OMIM:620455): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
1040	TMEM50B_AR	TMEM50B	757	AR	0.8516	0.0003	0.5000	0.0000	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PDX1 associated with Isolated permanent neonatal diabetes mellitus (ORPHA:99885): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 		Proximity to PDX1 Epileptic spasm (HP:0011097)-endocrine pancreas decreased functionality, abnormal (ZP:0010082), 
